title,appid,categories,genres,price,developer,publisher
Sokpop S05: sok-stories,1210010.0,,,,,
Geometry Arena,1255650.0,,,,,
HORROR BAR,1418430.0,,,,,
Legendary Tales,1465070.0,,,,,
Dwarf Journey,1501410.0,,,,,
Soulash,1623210.0,,,,,
GWENT: Rogue Mage (Single-Player Expansion),1711950.0,,,,,
Security Booth: Director's Cut,1828690.0,,,,,
Cultivation Story: Reincarnation,1866880.0,,,,,
TEMPLE of RUBBO,1927380.0,,,,,
Chessmaster: Grandmaster Edition,15260.0,,,,,
Uncrashed : FPV Drone Simulator,1682970.0,,,,,
Sailwind,1764530.0,,,,,
The Black Heart,1431780.0,,,,,
MAGIX Movie Edit Pro 2013 Plus,200530.0,,,,,
PlayClaw 5,237370.0,,,,,
Homesick,244910.0,,,,,
Catzilla,261920.0,,,,,
Gunmetal Arcadia,332270.0,,,,,
Edolie,349240.0,,,,,
Button Frenzy,454630.0,,,,,
Negligee: Love Stories (adult ver),467680.0,,,,,
Love Ribbon,559610.0,,,,,
Maid Mansion,562350.0,,,,,
EscapeVR: Trapped Above the Clouds,566970.0,,,,,
Pierhead Arcade 2,572620.0,,,,,
Elisa: the Innkeeper,576400.0,,,,,
These nights in Cairo,612100.0,,,,,
Forest Fortress,616620.0,,,,,
Consortium: The Tower,626250.0,,,,,
Faulty Apprentice,630550.0,,,,,
HEADLINER,680980.0,,,,,
Elisa: Seduce the Innkeeper,704690.0,,,,,
Re;Lord 1 ~The witch of Herfort and stuffed animals~,788050.0,,,,,
Desecration of Wings,793450.0,,,,,
Neko Dungeon,799870.0,,,,,
Oakwood Academy of Spells and Sorcery,818940.0,,,,,
Ouroboros,822830.0,,,,,
Reign of the Succubus,893500.0,,,,,
Crimson Gray: Dusk and Dawn,894460.0,,,,,
Leviathan ~A Survival RPG~,897440.0,,,,,
ItazuraVR,935360.0,,,,,
Kunoichi Tsubaki,942270.0,,,,,
Terrible Laboratory,985430.0,,,,,
Kunoichi Botan,986020.0,,,,,
Desire Den,1010450.0,,,,,
Deviant Dungeon,1012900.0,,,,,
Funbag Fantasy,1013180.0,,,,,
Holy Road,1015710.0,,,,,
Alternate DiMansion Diary,1015720.0,,,,,
Tina: Swordswoman of the Scarlet Prison,1015770.0,,,,,
Dark Hero Party,1015790.0,,,,,
Ordeal of Princess Eris,1015800.0,,,,,
Funbag Fantasy: Sideboob Story,1035030.0,,,,,
Trapped on Monster Island,1042020.0,,,,,
Shera and the Three Treasures,1056750.0,,,,,
Breeding Village,1061490.0,,,,,
Country Girl Keiko,1065940.0,,,,,
Cage of the Succubi,1065950.0,,,,,
Ruins Seeker,1078280.0,,,,,
Zefira,1078380.0,,,,,
Alluris,1078510.0,,,,,
Commander Babes,1083420.0,,,,,
Princess & Conquest,1083880.0,,,,,
Hot & Steamy Knights,1096730.0,,,,,
CUSTOM ORDER MAID 3D2 It's a Night Magic,1097580.0,,,,,
Funbag Fantasy 2,1102340.0,,,,,
Princess Project,1106080.0,,,,,
Eleanor 3,1116340.0,,,,,
Mother Daughter Pleasure Pets,1123140.0,,,,,
Hypnolab VR,1128800.0,,,,,
Witch Halloween,1133770.0,,,,,
Catgirl & Doggirl Cafe,1142270.0,,,,,
VRocker,1143750.0,,,,,
Divine Miko Koyori,1147450.0,,,,,
Monster Girl Club Bifrost,1150720.0,,,,,
Holy Knight Luviria,1156730.0,,,,,
Magical MILFs,1157620.0,,,,,
Funbag Fantasy: Sideboob Story 2,1161180.0,,,,,
My Breast Friend Sally,1173410.0,,,,,
Desktop Portal,1178460.0,,,,,
VR Katherine,1182970.0,,,,,
Holoswitch,1183720.0,,,,,
Fleeting Iris,1184890.0,,,,,
Nympho Monster Domination,1186600.0,,,,,
Crimson Colosseum,1187130.0,,,,,
Twin Peaks VR,1081040.0,,,,,
Lessons with Chii-chan,1217570.0,,,,,
Elf Breeding Farm,1233710.0,,,,,
Sanguine Rose,1243420.0,,,,,
Runaway Demon Bride,1250180.0,,,,,
Saint Emiliana,1257170.0,,,,,
False Myth,1257200.0,,,,,
Lelie Navigation!,1279260.0,,,,,
Sonia and the Hypnotic City,1287140.0,,,,,
Queen's Coast Casino - Uncut,1289440.0,,,,,
The Legend of Zuri,1299840.0,,,,,
Aristocunts,1314630.0,,,,,
Explorer of Yggdrasil,1328900.0,,,,,
Otome the Exorcist,1328910.0,,,,,
Mira and the Mysteries of Alchemy,1328920.0,,,,,
A Town Uncovered,1330190.0,,,,,
Sylphy and the Sleepless Island,1342040.0,,,,,
Lisa and the Grimoire,1342050.0,,,,,
Lockdown Lewd UP!,1353900.0,,,,,
"SEX, Drugs and CYBERPUNK",1362010.0,,,,,
VR Hentai room,1365950.0,,,,,
Grapple Tournament,1384320.0,,,,,
Wraith: The Oblivion - Afterlife,1386870.0,,,,,
Boobs VR,1398790.0,,,,,
Scars of Summer,1405470.0,,,,,
Claire's Quest,1418760.0,,,,,
VR Hentai Girl,1419110.0,,,,,
HINGE VR,1429640.0,,,,,
Fright Night Sex Fest,1439840.0,,,,,
Countess in Crimson,1455070.0,,,,,
Succubus Farm,1455220.0,,,,,
VR Hentai Cat,1464480.0,,,,,
Witch 2 Hell Adventure,1470310.0,,,,,
BDSM VR,1471610.0,,,,,
Lewd Island,1498120.0,,,,,
SynthVR,1517890.0,,,,,
Vampire: The Masquerade — Sins of the Sires,1523990.0,,,,,
The Farmthis Gallery,1541420.0,,,,,
Psychic Guardian Super Splendor,1551510.0,,,,,
Kamikaze Kommittee Ouka 2,1551520.0,,,,,
Kung Fu Grand King,1551570.0,,,,,
Neon Nights,1560010.0,,,,,
Beth the Exhibitionist,1584330.0,,,,,
Helping the Hotties,1590730.0,,,,,
Waifu Secret 2,1609160.0,,,,,
My Sexy Waitress,1656240.0,,,,,
The Last Clockwinder,1755100.0,,,,,
The Jackbox Party Starter,1755580.0,,,,,
The Atlas Mystery: A VR Puzzle Game,1787320.0,,,,,
Renryuu: Ascension,1809530.0,,,,,
garage:VAMP,1862660.0,,,,,
DanceXR,1905510.0,,,,,
Jigsaw Novel - The Job Promotion,1934090.0,,,,,
Jigsaw Novel - Summer Threesome,1939070.0,,,,,
Mage Kanade's Futanari Dungeon Quest,2258940.0,,,,,
BUSTAFELLOWS,1494470.0,,,,,
El Shaddai ASCENSION OF THE METATRON HD Remaster,1581040.0,,,,,
After Death,713160.0,,,,,
Unsung Story,1029260.0,,,,,
Progressbar95,1304550.0,,,,,
Astro Aqua Kitty,1346390.0,,,,,
Dujanah,681240.0,,,,,
Desert of Vice,796370.0,,,,,
Comicado,264420.0,,,,,
Hiragana Pixel Party,417310.0,,,,,
CyberLink PowerDirector 16 Ultra,679560.0,,,,,
Pizza Game,710710.0,,,,,
Neon City Riders,1102650.0,,,,,
SpriteStack,1106180.0,,,,,
Crocotile 3D,1244040.0,,,,,
Wobbledogs,1424330.0,,,,,
DIG - Deep In Galaxies,1442840.0,,,,,
Mortal Sin,1494810.0,,,,,
DRAG,773840.0,,,,,
Brickfest,845940.0,,,,,
Candleman: The Complete Journey,591630.0,,,,,
Race Track Builder,388980.0,,,,,
Kart Racing Pro,415600.0,,,,,
Quell 4D,534230.0,,,,,
4D Toys,619210.0,,,,,
Table of Tales: The Crooked Crown,1030310.0,,,,,
Hohokum,1210550.0,,,,,
The Under Presents,1232940.0,,,,,
Tandis,1297210.0,,,,,
Recursive Ruin,1561890.0,,,,,
Rose of Winter,540880.0,,,,,
Changed,814540.0,,,,,
Summer Catchers,908050.0,,,,,
Echo Of Soul,290140.0,,,,,
Xuan-Yuan Sword VII,1249800.0,,,,,
The Floor is Jelly,295750.0,,,,,
Crongdor the Barbarian,467790.0,,,,,
Gravity Lab,408340.0,,,,,
SUPERHYPERCUBE,554870.0,,,,,
Dissembler,797620.0,,,,,
Achromatic,1990210.0,,,,,
Alchemia,932330.0,,,,,
Figment 2: Creed Valley,1085220.0,,,,,
Puddle Knights,1180540.0,,,,,
SOLAS 128,1257850.0,,,,,
Sensorium,1307870.0,,,,,
Room to Grow,1471960.0,,,,,
Storyteller,1624540.0,,,,,
Linelith,1923790.0,,,,,
Bloody Trapland 2: Curiosity,579840.0,,,,,
Open Hexagon,1358090.0,,,,,
Summer with Mia Season 1,1571170.0,,,,,
Dreams of Desire: Definitive Edition,1639990.0,,,,,
Lust Theory Season 2,1754870.0,,,,,
Void's Calling ep. 2,1797300.0,,,,,
Pocket Rumble,389050.0,,,,,
Alicemare,524850.0,,,,,
Meganoid,606030.0,,,,,
Lost Dimension,626600.0,,,,,
EndCycle VS,886200.0,,,,,
音灵 INVAXION,921630.0,,,,,
Kingdom Under Fire: The Crusaders ,1121420.0,,,,,
Lock 'n Load Tactical Digital: Core Game,1149940.0,,,,,
Brass Brigade,1163910.0,,,,,
Unmatched: Digital Edition,1677980.0,,,,,
Valkyrie of Phantasm,2015620.0,,,,,
SoundSelf: A Technodelic,590510.0,,,,,
No Place for Bravery,1039100.0,,,,,
Home Sweet Home Survive,1056600.0,,,,,
Terra Alia,1183580.0,,,,,
Dread Hunger,1418630.0,,,,,
Unplugged,1525060.0,,,,,
UNDETECTED,1715350.0,,,,,
Senran Meisuishu Tactics / 戦乱命萃酒タクティクス,785750.0,,,,,
東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,882710.0,,,,,
Sakuya Izayoi Gives You Advice And Dabs,1232180.0,,,,,
Who Wants To Be A Millionaire,1356240.0,,,,,
Yoiyami Dancers: Twilight Danmaku Dancers,1998530.0,,,,,
Snow Fortress,468740.0,,,,,
Pyro VR,586360.0,,,,,
Viking Rage,589150.0,,,,,
Crushed,1355780.0,,,,,
MorphVOX Pro 4 - Voice Changer,269470.0,,,,,
KoboldKare,1102930.0,,,,,
Super Lesbian Animal RPG,2124380.0,,,,,
Brass,677650.0,,,,,
Mundaun,720350.0,,,,,
Tilesetter,1105890.0,,,,,
The Long Gate,1147110.0,,,,,
Brass: Birmingham,1287920.0,,,,,
Viticulture,1325800.0,,,,,
FixFox,1696220.0,,,,,
Voxel Turf,404530.0,,,,,
MADNESS: Project Nexus,488860.0,,,,,
The Pirate's Fate,553480.0,,,,,
Angels with Scaly Wings,571880.0,,,,,
Golden Treasure: The Great Green,1065100.0,,,,,
Mahjong Roadshow,37360.0,,,,,
Corpse Party,251270.0,,,,,
ROOMS: The Toymaker's Mansion,331460.0,,,,,
Nimble Writer,348200.0,,,,,
Larcenauts,421190.0,,,,,
A Study in Steampunk: Choice by Gaslight,421630.0,,,,,
Dawn of the Robot Empire,452240.0,,,,,
Gunslinger Trainer,456420.0,,,,,
Rumpus,542220.0,,,,,
Cyberpong,462000.0,,,,,
Mosh Pit Simulator,486440.0,,,,,
Octoshield VR,488150.0,,,,,
Left-Hand Path,488760.0,,,,,
Tvori,517170.0,,,,,
Manastorm,548560.0,,,,,
Out of Ammo: Death Drive,569630.0,,,,,
Fujii,589040.0,,,,,
Pixel Shopkeeper,603940.0,,,,,
ViveSpray 2,614830.0,,,,,
Freefall,620280.0,,,,,
Sweet Surrender,638130.0,,,,,
Airmen,647740.0,,,,,
Prison Boss VR,673600.0,,,,,
Undead Development,682140.0,,,,,
Ganbatte,691680.0,,,,,
The Chemist,716380.0,,,,,
Mechanic Miner,745010.0,,,,,
ROMBIE,745090.0,,,,,
KungFu Town VR,747260.0,,,,,
Block'hood VR,787720.0,,,,,
Never Stop Sneakin',792880.0,,,,,
Police Enforcement VR : 1-K-27,796860.0,,,,,
Shopkeeper Simulator VR,837240.0,,,,,
Diner Bros,846800.0,,,,,
Dungeon Deathball,861330.0,,,,,
Rolled Out!,873270.0,,,,,
BROK the InvestiGator,949480.0,,,,,
Wanba Warriors,1021770.0,,,,,
Curious Cases,1045080.0,,,,,
Pirates Outlaws,1046300.0,,,,,
Desert Skies,1048950.0,,,,,
Embark,1055090.0,,,,,
Tales Of Glory 2 - Retaliation,1089780.0,,,,,
Escape First 2,1094060.0,,,,,
Chicory: A Colorful Tale,1123450.0,,,,,
Landlord's Super,1127840.0,,,,,
RPG NPC Simulator VR,1130560.0,,,,,
Poker Quest,1184820.0,,,,,
Virtuoso,1213710.0,,,,,
Time Hacker,1216350.0,,,,,
Cosmodread,1256060.0,,,,,
Cannibal Crossing,1304090.0,,,,,
Princess Farmer,1320490.0,,,,,
Lemon Cake,1338330.0,,,,,
vrkshop,1344530.0,,,,,
Farworld Pioneers,1363900.0,,,,,
Space Rescue: Code Pink,1407210.0,,,,,
TRADER LIFE SIMULATOR,1415660.0,,,,,
Blazing Sails,1158940.0,,,,,
Alekon,1479390.0,,,,,
Marble World,1491340.0,,,,,
OceanCraft,1497000.0,,,,,
Out of Sight,1510860.0,,,,,
Dysterra,1527890.0,,,,,
Sex and the Furry Titty,1532770.0,,,,,
Sunshine Heavy Industries,1542810.0,,,,,
Chessplosion,1571220.0,,,,,
Salt 2,1574900.0,,,,,
Bots Are Stupid,1578160.0,,,,,
The Light Brigade,1579880.0,,,,,
LumbearJack,1582290.0,,,,,
AGAINST,1584840.0,,,,,
AGAINST Beatmap Editor,1853600.0,,,,,
Roll,2085980.0,,,,,
Paranormal Detective: Escape from the 90s,1591150.0,,,,,
Vermillion,1608400.0,,,,,
Fight Party,1617480.0,,,,,
Project Demigod,1646580.0,,,,,
Space Docker VR,1728830.0,,,,,
Requisition VR,1730650.0,,,,,
Sex and the Furry Titty 2: Sins of the City,1750200.0,,,,,
Green Hell VR,1782330.0,,,,,
The Slaverian Trucker,1822450.0,,,,,
The Shore VR,1834620.0,,,,,
AI Roguelite,1889620.0,,,,,
MOTHERGUNSHIP: FORGE,1931240.0,,,,,
Broken Edge,1947070.0,,,,,
Ghosts Of Tabor,1957780.0,,,,,
Digimon Survive,871980.0,,,,,
WHAT THE BAT?,2012100.0,,,,,
Sail,1684010.0,,,,,
Time Wasters,1290330.0,,,,,
Alien Marauder,1516750.0,,,,,
Brookhaven Grimoire,1499240.0,,,,,
Cute Bite,1586960.0,,,,,
Unusual Findings,1605320.0,,,,,
Dungeons of Aether,1668290.0,,,,,
Z3TA+ 2,241790.0,,,,,
Tribal Hunter,1379870.0,,,,,
Hellslave,1608450.0,,,,,
Mega Man Battle Network Legacy Collection Vol. 1,1798010.0,,,,,
Mega Man Battle Network Legacy Collection Vol. 2,1798020.0,,,,,
S.T.A.L.K.E.R. 2: Heart of Chornobyl,1643320.0,,,,,
Survisland,839630.0,,,,,
"Save Me, Sakuya-san!",1639610.0,,,,,
Pro Soccer Online,1583320.0,,,,,
Monkey King Saga,417350.0,,,,,
Drunk-Fu: Wasted Masters,617680.0,,,,,
Discord Bot Maker,682130.0,,,,,
Adventure Land - The Code MMORPG,777150.0,,,,,
Dredgers,1112930.0,,,,,
Worldwide Soccer Manager 2009,10546.0,,,,,
Pro Evolution Soccer 2014,250870.0,,,,,
Barbie™ Dreamhouse Party™,251610.0,,,,,
Ossuary,363500.0,,,,,
Blackfaun,409460.0,,,,,
Huenison,410370.0,,,,,
Rapture Session & Pro,352290.0,,,,,
SONAR,380080.0,,,,,
Making History: The Second World War,462940.0,,,,,
Toricky,477720.0,,,,,
The Legends of Owlia,569590.0,,,,,
The Painter's Playground,722330.0,,,,,
Making History: The First World War,959150.0,,,,,
Subsiege,338640.0,,,,,
MOP Operation Cleanup,463120.0,,,,,
Marrow,556710.0,,,,,
World of Speed,623880.0,,,,,
Citizens: Far Lands,1646120.0,,,,,
Pacific Fighters,15280.0,,,,,
Pirates of the Burning Sea,24140.0,,,,,
DOOMBRINGER,1156120.0,,,,,
EXOME,1761900.0,,,,,
Survive on Raft,1094000.0,,,,,
Rolling Line,754150.0,,,,,
FISHERY,809730.0,,,,,
Armored Battle Crew,814740.0,,,,,
NavalArt,842780.0,,,,,
Steel Crew,905970.0,,,,,
Ecosystem,1133120.0,,,,,
Franchise Hockey Manager 3,465660.0,,,,,
Sociable Soccer,636690.0,,,,,
Slice of Sea,750290.0,,,,,
Empires in Ruins,604510.0,,,,,
Football Drama,876190.0,,,,,
Wanderlust: Travel Stories,1051410.0,,,,,
Roadwarden,1155970.0,,,,,
Indoorlands,1378890.0,,,,,
SimRail - The Railway Simulator,1422130.0,,,,,
Sunday Gold,1969440.0,,,,,
Aeon,543390.0,,,,,
Frozen Flame,715400.0,,,,,
Furious Seas,875760.0,,,,,
Fueled Up,1488430.0,,,,,
9th Dawn III,1154850.0,,,,,
暖雪 Warm Snow,1296830.0,,,,,
Tor Eternum,1491460.0,,,,,
MicroTown,931270.0,,,,,
Adam - Lost Memories,1121590.0,,,,,
Delete,773670.0,,,,,
Dead Ground:Arena,825500.0,,,,,
China: Mao's legacy,950740.0,,,,,
Collapse: A Political Simulator,990260.0,,,,,
STATIONflow,1122120.0,,,,,
Fleshcult,1418720.0,,,,,
VRC PRO,335070.0,,,,,
Steam Summer Getaway,245070.0,,,,,
SteamVR Developer Hardware,358720.0,,,,,
Orc Assault,371360.0,,,,,
The Assembly,373650.0,,,,,
Bloody Zombies,449640.0,,,,,
Doctor Kvorak's Obliteration Game,456740.0,,,,,
Stonehenge VR SANDBOX,457650.0,,,,,
Vanguard V,520120.0,,,,,
Fruit for the Village,528930.0,,,,,
No Way Out - A Dead Realm Tale,536960.0,,,,,
Crowe: The Drowned Armory,543410.0,,,,,
Gritty Bit VR,616570.0,,,,,
Hybrid Animals,448240.0,,,,,
Steam Audio,596420.0,,,,,
In The Valley of Gods,687440.0,,,,,
ARK Park,529910.0,,,,,
Apex Construct,694090.0,,,,,
VR Toolbox: 360 Desktop,488040.0,,,,,
Wally and the FANTASTIC PREDATORS,1077450.0,,,,,
LEAP,906930.0,,,,,
Loopmancer,1650810.0,,,,,
Swords and Sandals Immortals,1707650.0,,,,,
Global Agenda - Beta,17000.0,,,,,
Benji Challenges,393770.0,,,,,
The Sojourn,794960.0,,,,,
Vagrus - The Riven Realms,909660.0,,,,,
Here Be Dragons,945680.0,,,,,
Geneforge 1 - Mutagen,1424710.0,,,,,
WolfQuest: Anniversary Edition,926990.0,,,,,
Stars End,623340.0,,,,,
Escape The Pacific,655290.0,,,,,
Papetura,593640.0,,,,,
Orange Season,416000.0,,,,,
Robot Soccer Challenge,580820.0,,,,,
On a Roll,377060.0,,,,,
Shredders,1874170.0,,,,,
THE HOUSE OF THE DEAD: Remake,1694600.0,,,,,
Battle Realms: Zen Edition,1025600.0,,,,,
Redout 2,1799930.0,,,,,
Decent Icons,395760.0,,,,,
Decent Icons 2,1006710.0,,,,,
Game Character Hub: Portfolio Edition,529830.0,,,,,
VoiceWarrior,601780.0,,,,,
Technicity,781180.0,,,,,
GM Forge - Virtual Tabletop,842250.0,,,,,
RPG Maker MZ,1096900.0,,,,,
The Inheritance of Crimson Manor,1553120.0,,,,,
Full Pipe,4600.0,,,,,
ecotone,446070.0,,,,,
Black Mirror,581300.0,,,,,
Emily Wants to Play Too,652190.0,,,,,
ReThink | Evolved 2,820600.0,,,,,
Kindergarten 2,1067850.0,,,,,
The Fabled Woods,1299480.0,,,,,
Starchaser: Priestess of the Night Sky,365850.0,,,,,
Mugen Souls Z,466920.0,,,,,
Epic Tavern,517720.0,,,,,
Omega Quintet,683280.0,,,,,
Eiyu*Senki - The World Conquest,691770.0,,,,,
Punch Line,766680.0,,,,,
Sorcery Saga: Curse of the Great Curry God,836760.0,,,,,
Noel the Mortal Fate S1-7,850000.0,,,,,
I Walk Among Zombies Vol. 1 (Adult Version),942850.0,,,,,
DreadOut 2,945710.0,,,,,
Dungeon Dreams,1010670.0,,,,,
Mad Princess: The Great Gladiators,1034950.0,,,,,
Hero must die. again,1054050.0,,,,,
Phantom Rose,1054550.0,,,,,
Disaster Report 4: Summer Memories,1060210.0,,,,,
Village Feud,1068640.0,,,,,
Your Island -KIMI NO SIMA-,1087720.0,,,,,
Stonedeep,1094760.0,,,,,
Food Truck Simulator,1160920.0,,,,,
Into the Nightmare,1551560.0,,,,,
Ark of Artemis,1572340.0,,,,,
Ren the Summoner and the Erotic Dungeon,1653030.0,,,,,
Prognostic,1671280.0,,,,,
Moons of Ardan,1694260.0,,,,,
Noelle Does Her Best!,1724320.0,,,,,
Shadows of Forbidden Gods,1741640.0,,,,,
ReFactory,1760340.0,,,,,
Lust&Magic -Chisalla in a Flower Basket-,1767740.0,,,,,
MegaFactory Titan,1803550.0,,,,,
The Imperial Gatekeeper,1933650.0,,,,,
Alchemist Tris's Desire,2086540.0,,,,,
Conscious Existence - A Journey Within,1093330.0,,,,,
Mad Tower Tycoon,910880.0,,,,,
Achilles: Legends Untold,1314000.0,,,,,
GOAL! The Club Manager,1252000.0,,,,,
Pixel Game Maker Series Biggerman.io,1812650.0,,,,,
Steam Hardware,223300.0,,,,,
FOCUS on YOU,1032670.0,,,,,
Syndrome VR,579210.0,,,,,
CINEVEO - Virtual Reality Cinema,364380.0,,,,,
Babel: Tower to the Gods,441230.0,,,,,
Giant Cop: Justice Above All,451080.0,,,,,
Twilight Path,770110.0,,,,,
Unending Dusk,806530.0,,,,,
Sumerians,1079510.0,,,,,
Rising Front,1560250.0,,,,,
Boom 3D,1071100.0,,,,,
GP Bikes,848050.0,,,,,
Seduce Me 2: The Demon War,461700.0,,,,,
Fast and Low,1097620.0,,,,,
Resident Evil 4 (2005),254700.0,,,,,
Sweetest Monster,585890.0,,,,,
VEGAS Pro 15 Edit Steam Edition,689790.0,,,,,
Professor Teaches Photoshop Creative Cloud,393340.0,,,,,
Horse Paradise - My Dream Ranch,764240.0,,,,,
Come on Baby!,1092260.0,,,,,
COCKHEAD,1172050.0,,,,,
Furry Feet,1694960.0,,,,,
Football Manager Live,10630.0,,,,,
Virtual Pool 4,336150.0,,,,,
Hide & Hold Out - H2o,377140.0,,,,,
Warplanes: Battles over Pacific,1930920.0,,,,,
Doors: Paradox,1622770.0,,,,,
Sanctum Beta,214050.0,,,,,
Kitty Powers' Love Life,416870.0,,,,,
Spinnortality,822990.0,,,,,
Perfect Tides,1172800.0,,,,,
The Settlers: Rise of an Empire,15330.0,,,,,
MachRace,489100.0,,,,,
Bullet Sorrow VR,521950.0,,,,,
Dry Erase: Infinite VR Whiteboard,585040.0,,,,,
Tactera,696040.0,,,,,
Skylight,750440.0,,,,,
Lightfield HYPER Edition,790020.0,,,,,
Astraeus,863280.0,,,,,
Tradewinds Caravans,36130.0,,,,,
Westward,36150.0,,,,,
Nancy Drew: Danger By Design,31800.0,,,,,
Nancy Drew: Last Train to Blue Moon Canyon,31810.0,,,,,
Nancy Drew: The Haunted Carousel,31820.0,,,,,
Nancy Drew: Curse of Blackmoor Manor ,31830.0,,,,,
Nancy Drew: Danger on Deception Island ,31840.0,,,,,
Nancy Drew: Ghost Dogs of Moon Lake ,31850.0,,,,,
Nancy Drew: Legend of the Crystal Skull ,31860.0,,,,,
"Nancy Drew Dossier: Lights, Camera, Curses!",31870.0,,,,,
Nancy Drew: Secret of the Old Clock,31880.0,,,,,
Nancy Drew: Secret of the Scarlet Hand ,31890.0,,,,,
Nancy Drew: The Creature of Kapu Cave,31900.0,,,,,
Nancy Drew: The Phantom of Venice,31920.0,,,,,
Nancy Drew: The White Wolf of Icicle Creek,31930.0,,,,,
Nancy Drew Dossier: Resorting to Danger!,42200.0,,,,,
Sword Reverie,1377430.0,,,,,
Hell Road VR,1389610.0,,,,,
Jetborne Racing,1397650.0,,,,,
CORPSE FACTORY,1414250.0,,,,,
HALF DEAD 3,1520380.0,,,,,
EVERSLAUGHT,1530750.0,,,,,
ARK and ADE,1599000.0,,,,,
Malum,1648610.0,,,,,
Somni,1749980.0,,,,,
Unsafe,1756160.0,,,,,
Survival Nation,2153780.0,,,,,
Warbox Sandbox,2050680.0,,,,,
Direct Hit: Missile War,314760.0,,,,,
Hunter Gatherer,359070.0,,,,,
Bokida - Heartfelt Reunion,612740.0,,,,,
Rifter,625740.0,,,,,
Scalak,858760.0,,,,,
Punk Wars,1541790.0,,,,,
Hook 2,1871310.0,,,,,
Endoparasitic,2124780.0,,,,,
Nightmare Adventures: The Witch's Prison,514750.0,,,,,
LUMEN,1101060.0,,,,,
Nightmare Adventures: The Turning Thorn,622620.0,,,,,
Aeon Must Die!,1089930.0,,,,,
Annalynn,1508460.0,,,,,
JellyCar Worlds,1740930.0,,,,,
Coffee Shop Tycoon,370060.0,,,,,
Tech Corp.,909970.0,,,,,
Shovel Knight: Shovel of Hope,589500.0,,,,,
Shovel Knight Showdown,1116770.0,,,,,
Shovel Knight: King of Cards,1116780.0,,,,,
Monster Girl Breeder,1400180.0,,,,,
Dark Prospect,604770.0,,,,,
C-Wars,250540.0,,,,,
Koi Farm,1518810.0,,,,,
Overboard!,1546920.0,,,,,
Chalo Chalo,410000.0,,,,,
RUN: The world in-between,1548940.0,,,,,
Bean and Nothingness,1706090.0,,,,,
Tales of Adventure 2,312220.0,,,,,
Nodes,1869490.0,,,,,
Dexter Stardust : Adventures in Outer Space,1647390.0,,,,,
Bowslinger,459260.0,,,,,
Inbound,480690.0,,,,,
Skytropolis,629040.0,,,,,
The Captain is Dead,1126580.0,,,,,
Cat Cafe Manager,1354830.0,,,,,
Hoyle Official Casino Games,532950.0,,,,,
Yaga,888530.0,,,,,
Atlas Architect,1459500.0,,,,,
Kingdom Under Fire: Heroes,1315200.0,,,,,
Professor Rubik’s Brain Fitness,1377890.0,,,,,
Rogue Spirit,1554970.0,,,,,
Goscurry,335090.0,,,,,
Kaiju Panic,352760.0,,,,,
Spacejacked,390680.0,,,,,
Nefarious,448290.0,,,,,
Archibald's Adventures,461480.0,,,,,
Freedom Planet 2,595500.0,,,,,
Paranormal Detective: Escape from the 80's,1114460.0,,,,,
Rose Riddle: Fairy Tale Detective,1144450.0,,,,,
Ultrawings 2,1485140.0,,,,,
Deadhold,346930.0,,,,,
Fear & Hunger,1002300.0,,,,,
Furry Cyberfucker,1943760.0,,,,,
Sumer,464950.0,,,,,
LogoMaker 4,257610.0,,,,,
SONAR X3,241070.0,,,,,
Battle Chess: Game of Kings™,200150.0,,,,,
A Farewell to Dragons,3160.0,,,,,
Crimecraft: BLEEDOUT,38820.0,,,,,
Mosaico ,257650.0,,,,,
Liquid Rhythm,262610.0,,,,,
9th Dawn II,279070.0,,,,,
Grand Designer,372590.0,,,,,
Cue Club 2: Pool & Snooker,366690.0,,,,,
Tahira: Echoes of the Astral Empire,396660.0,,,,,
Evil Defenders,412520.0,,,,,
Shoot Shoot Mega Pack,467470.0,,,,,
Putty Pals,489110.0,,,,,
Card Creator,523600.0,,,,,
Mixcraft 8 Home Studio,218760.0,,,,,
Tee Time Golf,537630.0,,,,,
Fantasy Fairways,552690.0,,,,,
High Noon Revolver,560510.0,,,,,
Artillerists,552030.0,,,,,
Sausage Sports Club,574120.0,,,,,
Little Triangle,575050.0,,,,,
Ballistic,2312730.0,,,,,
Mint Muse Sound Flare,598150.0,,,,,
Dunk Lords,612640.0,,,,,
Button Button Up!,623320.0,,,,,
Narvas,640700.0,,,,,
Crash Test Billy,676550.0,,,,,
Trespassers,677240.0,,,,,
Dresden Files Cooperative Card Game,661280.0,,,,,
I Am Overburdened,690560.0,,,,,
BadLands RoadTrip,694070.0,,,,,
Cathodemer,697860.0,,,,,
Metaverse Keeper,698870.0,,,,,
Offensive Dimensions,749200.0,,,,,
Final Directive,777790.0,,,,,
Don't Bite Me Bro! +,786450.0,,,,,
IIN,795110.0,,,,,
CRYEP,798240.0,,,,,
Dhalang MG,799310.0,,,,,
NoReload Heroes,806770.0,,,,,
Acid Spy,817230.0,,,,,
Basketball Classics,819630.0,,,,,
Super Volley Blast,822040.0,,,,,
Cartonfall,839280.0,,,,,
Noonie,840830.0,,,,,
Open The Door,849000.0,,,,,
Goroons,853590.0,,,,,
BOSSGARD,865980.0,,,,,
Raiders Of The Lost Island,867980.0,,,,,
Woodpunk,878420.0,,,,,
